postal_code,rooms,area,garden_area,price
9020,0,0,0,7000
9872,3,155,0,1285000
9872,24,42,0,0
9872,3,108,0,875000
2540,4,105,72,449000
2540,4,105,72,449000
1130,2,53,0,295000
1190,2,63,0,499000
1190,3,63,0,499000
1020,3,82,0,569800
1190,3,80,0,499000
4020,3,63,0,426700
4020,3,59,0,400200
4020,3,63,0,426400
4020,2,40,0,255300
4020,3,67,0,457400
4020,3,63,0,406600
4020,2,40,0,255300
4020,3,63,0,426200
1100,3,67,0,319000
4612,2,62,0,215000
4040,5,164,0,650000
1220,4,125,0,691000
6130,2,73,0,478000
5020,2,92,0,890000
5020,3,74,0,549000
5303,4,78,0,455000
5020,0,726,0,3499000
5110,4,96,0,439000
3400,3,68,0,399000
3400,3,67,0,376000
3400,2,51,0,264000
3400,2,51,0,258000
3400,15,36,0,208000
3400,2,38,0,203000
3400,2,40,0,210000
3400,2,40,0,202000
3400,2,45,0,240000
3400,4,93,0,519000
8054,3,54,0,231235
2201,44,137,0,0
2130,55,127,0,0
1190,2,61,0,499000
1110,4,98,0,565100
1110,2,40,0,228800
1110,2,45,0,243500
1140,0,70,0,364075
8272,0,124,0,315000
4812,4,77,0,309000
1190,5,197,0,1450000
1020,2,53,0,529000
8054,3,79,0,324000
2500,5,131,0,785000
2500,7,215,0,1380000
2500,3,76,0,495000
6020,0,11,0,0
2751,4,123,861,449000
4612,5,130,229,445000
4612,5,125,137,439000
6330,34,81,0,0
6330,4,97,0,0
1210,3,85,0,349000
4050,25,86,0,294000
4020,3,74,0,264000
9100,3,76,0,259000
4040,35,85,0,420000
2391,3,80,0,299000
1030,3,90,0,598700
2351,1,36,0,20637625
2351,13,30,0,0
2351,1,30,0,19466625
2351,1,32,0,200625
2351,2,38,0,2750535
2351,3,49,0,292710
1150,2,70,0,449900
1220,3,68,0,459000
1220,3,58,0,279000
1150,3,106,0,749900
1220,2,40,0,209000
1150,2,56,0,549900
1220,1,42,0,279000
1150,2,62,0,419900
1220,2,39,0,209000
1220,3,68,0,339000
1220,2,53,0,259000
1220,2,76,0,399000
1220,3,80,0,499000
2351,2,0,0,363400
2351,2,40,0,254388
2351,1,35,0,206800
2351,1,0,0,187600
2351,3,60,0,3634675
2351,1,32,0,19178025
2351,2,35,0,20737575
2351,1,30,0,19466625
2351,1,32,0,19178025
2351,2,35,0,20594825
2351,2,38,0,21959075
2351,1,37,0,225207
8075,1,22,0,103522
2351,1,37,0,230394
2351,1,31,0,182863
2351,2,49,0,315081
2351,1,35,0,211090
2351,1,30,0,199728
2351,15,38,0,2581245
2351,1,30,0,2202765
2351,1,30,0,186276
2351,1,34,0,194975
2351,1,30,0,179740
2351,1,35,0,211860
2351,1,35,0,206800
2351,1,36,0,213785
2351,1,45,0,290180
2351,1,34,0,194975
2351,3,50,0,296615
2351,1,36,0,208725
2351,1,36,0,213015
2351,2,40,0,262570
2351,1,42,0,294030
2351,1,31,0,181665
2351,1,31,0,175230
2351,1,40,0,221650
2351,2,53,0,33255915
2351,2,41,0,236060
2351,1,31,0,1854845
2351,2,40,0,245630
2351,15,36,0,25832125
2351,2,36,0,211566
2351,2,31,0,1848705
2351,1,36,0,209110
2351,3,52,0,3879733
9535,2,54,0,189000
1170,0,226,0,640000
8053,4,105,0,315000
9130,5,244,0,485000
8580,3,85,400,268000
4501,0,1295,0,206000
8111,16,520,0,1150000
3400,2,33,0,235000
3400,4,137,0,950000
3400,3,85,0,585000
3400,7,145,0,1070000
3400,3,73,0,560000
3400,4,98,0,765000
3400,5,160,0,970000
3400,4,173,0,1280000
3400,2,41,0,255000
3400,4,105,0,660000
3400,2,42,0,275000
